sequenceID	source.name	species	serotype	coverage_category	length
MB418473	ncbi-nuccore-aav	Primate1	AAV1	full_genome	4718
MB418474	ncbi-nuccore-aav	Primate1	AAV8	full_genome	3131
MB418479	ncbi-nuccore-aav	Primate1	AAV2	full_genome	4675
MB418480	ncbi-nuccore-aav	Primate1	AAV2	full_genome	4679
MB418486	ncbi-nuccore-aav	Primate1	-	full_genome	3121
MB418487	ncbi-nuccore-aav	-	-	full_genome	3121
MB418489	ncbi-nuccore-aav	Primate1	AAV3	full_genome	4726
MB418491	ncbi-nuccore-aav	Primate1	AAV3	full_genome	4722
MB418503	ncbi-nuccore-aav	Primate1	AAV4	full_genome	4768
MB418504	ncbi-nuccore-aav	Primate1	-	full_genome	3098
MB418507	ncbi-nuccore-aav	Primate1	-	full_genome	3128
MB418508	ncbi-nuccore-aav	Primate1	-	full_genome	3084
MB418509	ncbi-nuccore-aav	Primate1	-	full_genome	3123
MB418510	ncbi-nuccore-aav	Primate1	-	full_genome	3122
MB418511	ncbi-nuccore-aav	Primate1	-	full_genome	3117
MB418512	ncbi-nuccore-aav	Primate1	-	full_genome	3121
MB418513	ncbi-nuccore-aav	Primate1	-	full_genome	3122
MB418516	ncbi-nuccore-aav	Primate1	-	full_genome	3128
MB418517	ncbi-nuccore-aav	Primate1	-	full_genome	3128
MB418521	ncbi-nuccore-aav	Primate1	-	full_genome	4683
MB418524	ncbi-nuccore-aav	Primate1	AAV7	full_genome	4721
MB418528	ncbi-nuccore-aav	Primate1	AAV8	full_genome	4393
MB418532	ncbi-nuccore-aav	Primate1	AAV9	full_genome	4385
MB418533	ncbi-nuccore-aav	Primate1	AAV9	full_genome	4382
MB418536	ncbi-nuccore-aav	Primate1	-	full_genome	3123
MB418537	ncbi-nuccore-aav	Primate1	-	full_genome	3123
MB418538	ncbi-nuccore-aav	Primate1	-	full_genome	3113
MB418539	ncbi-nuccore-aav	Primate1	-	full_genome	3122
MB418540	ncbi-nuccore-aav	-	-	full_genome	3121
MB418541	ncbi-nuccore-aav	-	-	full_genome	3127
MB418542	ncbi-nuccore-aav	-	-	full_genome	3106
MB418543	ncbi-nuccore-aav	-	-	full_genome	3102
MB418544	ncbi-nuccore-aav	-	-	full_genome	3106
MB418545	ncbi-nuccore-aav	-	-	full_genome	3098
MB418548	ncbi-nuccore-aav	Primate1	-	full_genome	3075
MB418549	ncbi-nuccore-aav	-	-	full_genome	3142
MB418555	ncbi-nuccore-aav	Primate1	-	full_genome	3161
MB418556	ncbi-nuccore-aav	-	-	full_genome	3162
MB418557	ncbi-nuccore-aav	-	-	full_genome	3164
MB418558	ncbi-nuccore-aav	Primate1	-	full_genome	3163
MB418560	ncbi-nuccore-aav	-	-	full_genome	3161
MB418563	ncbi-nuccore-aav	-	-	full_genome	3167
MB418564	ncbi-nuccore-aav	-	-	full_genome	3161
MB418565	ncbi-nuccore-aav	Primate1	AAV10	full_genome	3172
MB418566	ncbi-nuccore-aav	Primate1	AAV10	full_genome	3172
MB418605	ncbi-nuccore-aav	Primate1	-	full_genome	3160
MB418606	ncbi-nuccore-aav	Primate1	-	full_genome	3157
MB418608	ncbi-nuccore-aav	Primate1	-	full_genome	3159
MB418610	ncbi-nuccore-aav	Primate1	-	full_genome	3156
MB418613	ncbi-nuccore-aav	Primate1	-	full_genome	3158
MB418614	ncbi-nuccore-aav	Primate1	-	full_genome	3159
MB418654	ncbi-nuccore-aav	-	-	full_genome	4404
MB418655	ncbi-nuccore-aav	Primate1	-	full_genome	3129
MB418658	ncbi-nuccore-aav	Primate1	-	full_genome	3113
MB418659	ncbi-nuccore-aav	Primate1	-	full_genome	3106
MB418660	ncbi-nuccore-aav	Primate1	-	full_genome	3197
MB418661	ncbi-nuccore-aav	-	-	full_genome	3276
MB418663	ncbi-nuccore-aav	Primate1	-	full_genome	3098
MB418665	ncbi-nuccore-aav	Primate1	-	full_genome	3113
MB418666	ncbi-nuccore-aav	Primate1	-	full_genome	3128
MB418668	ncbi-nuccore-aav	Primate1	AAV11	full_genome	3105
MB418669	ncbi-nuccore-aav	Primate1	AAV11	full_genome	3105
MB418670	ncbi-nuccore-aav	-	-	full_genome	3105
MB418671	ncbi-nuccore-aav	Primate1	-	full_genome	3094
MB418672	ncbi-nuccore-aav	-	-	full_genome	3095
MB418673	ncbi-nuccore-aav	-	-	full_genome	3095
MB418709	ncbi-nuccore-aav	Mammalian1	BAAV	full_genome	4694
MD729635	ncbi-nuccore-aav	Primate1	-	full_genome	4472
MK139243	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139244	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139245	ncbi-nuccore-aav	Primate1	-	full_genome	4681
MK139246	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139247	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139248	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139249	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139250	ncbi-nuccore-aav	Primate1	-	full_genome	4678
MK139251	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139252	ncbi-nuccore-aav	Primate1	-	full_genome	4676
MK139253	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139254	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139255	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139256	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139257	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139258	ncbi-nuccore-aav	Primate1	-	full_genome	4671
MK139259	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139260	ncbi-nuccore-aav	Primate1	-	full_genome	4678
MK139261	ncbi-nuccore-aav	Primate1	-	full_genome	4678
MK139262	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139263	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139264	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139265	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139266	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139267	ncbi-nuccore-aav	Primate1	-	full_genome	4682
MK139268	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139269	ncbi-nuccore-aav	Primate1	-	full_genome	4678
MK139270	ncbi-nuccore-aav	Primate1	-	full_genome	4670
MK139271	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139272	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139273	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139274	ncbi-nuccore-aav	Primate1	-	full_genome	4685
MK139275	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139276	ncbi-nuccore-aav	Primate1	-	full_genome	4683
MK139277	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139278	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139279	ncbi-nuccore-aav	Primate1	-	full_genome	4676
MK139280	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139281	ncbi-nuccore-aav	Primate1	-	full_genome	4686
MK139282	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139283	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139284	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139285	ncbi-nuccore-aav	Primate1	-	full_genome	4682
MK139286	ncbi-nuccore-aav	Primate1	-	full_genome	4666
MK139287	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139288	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139289	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MK139290	ncbi-nuccore-aav	Primate1	-	full_genome	4681
MK139291	ncbi-nuccore-aav	Primate1	AAV2	full_genome	4679
MK139292	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139293	ncbi-nuccore-aav	Primate1	-	full_genome	4676
MK139294	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139295	ncbi-nuccore-aav	Primate1	-	full_genome	4677
MK139296	ncbi-nuccore-aav	Primate1	-	full_genome	4678
MK139297	ncbi-nuccore-aav	Primate1	-	full_genome	4686
MK139298	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK139299	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MK163929	ncbi-nuccore-aav	Primate1	-	full_genome	4555
MK163930	ncbi-nuccore-aav	Primate1	-	full_genome	4554
MK163931	ncbi-nuccore-aav	Primate1	-	full_genome	4553
MK163932	ncbi-nuccore-aav	Primate1	-	full_genome	4554
MK163933	ncbi-nuccore-aav	Primate1	-	full_genome	4554
MK163934	ncbi-nuccore-aav	Primate1	-	full_genome	4553
MK163935	ncbi-nuccore-aav	Primate1	-	full_genome	4553
MK163936	ncbi-nuccore-aav	Primate1	-	full_genome	4557
MK163937	ncbi-nuccore-aav	Primate1	-	full_genome	4555
MK163938	ncbi-nuccore-aav	Primate1	-	full_genome	4560
MK163939	ncbi-nuccore-aav	Primate1	-	full_genome	4553
MK163940	ncbi-nuccore-aav	Primate1	-	full_genome	4554
MK163941	ncbi-nuccore-aav	Primate1	-	full_genome	4561
MK163942	ncbi-nuccore-aav	Primate1	-	full_genome	4554
MK905734	ncbi-nuccore-aav	Primate1	-	full_genome	4401
MN765172	ncbi-nuccore-aav	Primate1	-	full_genome	4685
MN765173	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MN765174	ncbi-nuccore-aav	Primate1	-	full_genome	4530
MN765175	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MN765176	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MN765177	ncbi-nuccore-aav	Primate1	-	full_genome	4680
MN765178	ncbi-nuccore-aav	Primate1	-	full_genome	4679
MN765179	ncbi-nuccore-aav	Primate1	-	full_genome	4578
MN765180	ncbi-nuccore-aav	Primate1	-	full_genome	4392
MN765181	ncbi-nuccore-aav	Primate1	-	full_genome	4567
MN765182	ncbi-nuccore-aav	Primate1	-	full_genome	3358
MP120122	ncbi-nuccore-aav	-	-	full_genome	5910
MP120133	ncbi-nuccore-aav	-	-	full_genome	5920
MP120140	ncbi-nuccore-aav	-	-	full_genome	5910
MP120151	ncbi-nuccore-aav	-	-	full_genome	5920
MP123196	ncbi-nuccore-aav	-	-	full_genome	5910
MP123207	ncbi-nuccore-aav	-	-	full_genome	5920
MP372428	ncbi-nuccore-aav	Primate1	AAV2	full_genome	4679
MP406981	ncbi-nuccore-aav	Primate1	AAV8	full_genome	4393
MP471880	ncbi-nuccore-aav	-	-	full_genome	4977
MP510549	ncbi-nuccore-aav	-	-	full_genome	5031
MP814789	ncbi-nuccore-aav	-	-	full_genome	4890
MP814795	ncbi-nuccore-aav	-	-	full_genome	4884
MP863873	ncbi-nuccore-aav	-	-	full_genome	5341
MQ105706	ncbi-nuccore-aav	Primate1	-	full_genome	4683
MQ105707	ncbi-nuccore-aav	Primate1	AAV8	full_genome	4393
MS646814	ncbi-nuccore-aav	-	-	full_genome	4970
MS646815	ncbi-nuccore-aav	-	-	full_genome	4950
MS646816	ncbi-nuccore-aav	-	-	full_genome	4983
MS646817	ncbi-nuccore-aav	-	-	full_genome	4984
MS646818	ncbi-nuccore-aav	-	-	full_genome	4805
MS646819	ncbi-nuccore-aav	-	-	full_genome	4934
MS646820	ncbi-nuccore-aav	-	-	full_genome	4934
MS646821	ncbi-nuccore-aav	-	-	full_genome	4934
MS646822	ncbi-nuccore-aav	-	-	full_genome	5511
MS646823	ncbi-nuccore-aav	-	-	full_genome	5688
MS646824	ncbi-nuccore-aav	-	-	full_genome	5613
MS646825	ncbi-nuccore-aav	-	-	full_genome	5362
MS646826	ncbi-nuccore-aav	-	-	full_genome	5464
MS646829	ncbi-nuccore-aav	-	-	full_genome	5635
MS646832	ncbi-nuccore-aav	-	-	full_genome	5430
MS646833	ncbi-nuccore-aav	-	-	full_genome	5779
MS646834	ncbi-nuccore-aav	-	-	full_genome	5962
MS646835	ncbi-nuccore-aav	-	-	full_genome	5919
MS646836	ncbi-nuccore-aav	-	-	full_genome	5306
MS646837	ncbi-nuccore-aav	-	-	full_genome	5461
MS646838	ncbi-nuccore-aav	-	-	full_genome	5327
MS646839	ncbi-nuccore-aav	-	-	full_genome	5309
MS646840	ncbi-nuccore-aav	-	-	full_genome	5532
MS646841	ncbi-nuccore-aav	-	-	full_genome	5877
MS646844	ncbi-nuccore-aav	-	-	full_genome	5504
MS646845	ncbi-nuccore-aav	-	-	full_genome	5507
MS646846	ncbi-nuccore-aav	-	-	full_genome	5311
MS646847	ncbi-nuccore-aav	-	-	full_genome	5156
MS646848	ncbi-nuccore-aav	-	-	full_genome	5178
MS646849	ncbi-nuccore-aav	-	-	full_genome	5160
MS646850	ncbi-nuccore-aav	-	-	full_genome	5383
MS646851	ncbi-nuccore-aav	-	-	full_genome	5728
MS646852	ncbi-nuccore-aav	-	-	full_genome	5905
MS646853	ncbi-nuccore-aav	-	-	full_genome	5355
MS646854	ncbi-nuccore-aav	-	-	full_genome	5618
MS646855	ncbi-nuccore-aav	-	-	full_genome	5993
MS646856	ncbi-nuccore-aav	-	-	full_genome	5337
MS646857	ncbi-nuccore-aav	-	-	full_genome	5542
MT709008	ncbi-nuccore-aav	Primate1	-	full_genome	4444
MT709009	ncbi-nuccore-aav	Primate1	-	full_genome	4424
MT709012	ncbi-nuccore-aav	Primate1	-	full_genome	4428
MT709014	ncbi-nuccore-aav	Primate1	-	full_genome	4429
MZ364221	ncbi-nuccore-aav	Primate1	-	full_genome	4430
OF078830	ncbi-nuccore-aav	Primate1	AAV2	full_genome	4679
OF116274	ncbi-nuccore-aav	Primate1	AAV1	full_genome	4718
OF116275	ncbi-nuccore-aav	Primate1	AAV3	full_genome	4726
OF116276	ncbi-nuccore-aav	Primate1	AAV4	full_genome	4767
OF116277	ncbi-nuccore-aav	Mammalian1	AAV5	full_genome	4642
OF126312	ncbi-nuccore-aav	-	-	full_genome	3631
OF190903	ncbi-nuccore-aav	-	-	full_genome	4970
OF190904	ncbi-nuccore-aav	-	-	full_genome	4950
OF190905	ncbi-nuccore-aav	-	-	full_genome	4983
OF190906	ncbi-nuccore-aav	-	-	full_genome	4984
OF190907	ncbi-nuccore-aav	-	-	full_genome	4805
OF190908	ncbi-nuccore-aav	-	-	full_genome	4934
OF190909	ncbi-nuccore-aav	-	-	full_genome	4934
OF190910	ncbi-nuccore-aav	-	-	full_genome	4934
OF190911	ncbi-nuccore-aav	-	-	full_genome	5511
OF190912	ncbi-nuccore-aav	-	-	full_genome	5688
OF190913	ncbi-nuccore-aav	-	-	full_genome	5613
OF190914	ncbi-nuccore-aav	-	-	full_genome	5362
OF190915	ncbi-nuccore-aav	-	-	full_genome	5464
OF190918	ncbi-nuccore-aav	-	-	full_genome	5635
OF190921	ncbi-nuccore-aav	-	-	full_genome	5430
OF190922	ncbi-nuccore-aav	-	-	full_genome	5779
OF190923	ncbi-nuccore-aav	-	-	full_genome	5962
OF190924	ncbi-nuccore-aav	-	-	full_genome	5919
OF190925	ncbi-nuccore-aav	-	-	full_genome	5306
OF190926	ncbi-nuccore-aav	-	-	full_genome	5461
OF190927	ncbi-nuccore-aav	-	-	full_genome	5327
OF190928	ncbi-nuccore-aav	-	-	full_genome	5309
OF190929	ncbi-nuccore-aav	-	-	full_genome	5532
OF190930	ncbi-nuccore-aav	-	-	full_genome	5877
OF190933	ncbi-nuccore-aav	-	-	full_genome	5504
OF190934	ncbi-nuccore-aav	-	-	full_genome	5507
OF190935	ncbi-nuccore-aav	-	-	full_genome	5311
OF190936	ncbi-nuccore-aav	-	-	full_genome	5156
OF190937	ncbi-nuccore-aav	-	-	full_genome	5178
OF190938	ncbi-nuccore-aav	-	-	full_genome	5160
OF190939	ncbi-nuccore-aav	-	-	full_genome	5383
OF190940	ncbi-nuccore-aav	-	-	full_genome	5728
OF190941	ncbi-nuccore-aav	-	-	full_genome	5905
OF190942	ncbi-nuccore-aav	-	-	full_genome	5355
OF190943	ncbi-nuccore-aav	-	-	full_genome	5618
OF190944	ncbi-nuccore-aav	-	-	full_genome	5993
OF190945	ncbi-nuccore-aav	-	-	full_genome	5337
OF190946	ncbi-nuccore-aav	-	-	full_genome	5542
OF190947	ncbi-nuccore-aav	-	-	full_genome	5126
OF190951	ncbi-nuccore-aav	-	-	full_genome	4635
OF190952	ncbi-nuccore-aav	-	-	full_genome	4635
OF190953	ncbi-nuccore-aav	-	-	full_genome	4640
OF216985	ncbi-nuccore-aav	-	-	full_genome	4917
OF283677	ncbi-nuccore-aav	Primate1	AAV2	full_genome	4619
OF283688	ncbi-nuccore-aav	Primate1	AAV3	full_genome	4662
OF283700	ncbi-nuccore-aav	Primate1	AAV4	full_genome	4708
OF283701	ncbi-nuccore-aav	Primate1	-	full_genome	3038
OF283718	ncbi-nuccore-aav	Primate1	-	full_genome	4623
OF283721	ncbi-nuccore-aav	Primate1	AAV7	full_genome	4661
OF283725	ncbi-nuccore-aav	Primate1	AAV8	full_genome	4333
OF283729	ncbi-nuccore-aav	Primate1	AAV9	full_genome	4325
OF283730	ncbi-nuccore-aav	Primate1	AAV9	full_genome	4322
OF283906	ncbi-nuccore-aav	Mammalian1	BAAV	full_genome	4634
OF296682	ncbi-nuccore-aav	Primate1	-	full_genome	4412
OF485067	ncbi-nuccore-aav	Primate1	AAV1	full_genome	4658
OF485068	ncbi-nuccore-aav	Primate1	AAV8	full_genome	3071
OF485073	ncbi-nuccore-aav	Primate1	AAV2	full_genome	4615
OF485074	ncbi-nuccore-aav	Primate1	AAV2	full_genome	4619
OF485080	ncbi-nuccore-aav	Primate1	-	full_genome	3061
OF485081	ncbi-nuccore-aav	-	-	full_genome	3061
OF485083	ncbi-nuccore-aav	Primate1	AAV3	full_genome	4666
OF485085	ncbi-nuccore-aav	Primate1	AAV3	full_genome	4662
OF485097	ncbi-nuccore-aav	Primate1	AAV4	full_genome	4708
OF485100	ncbi-nuccore-aav	Primate1	-	full_genome	3068
OF485101	ncbi-nuccore-aav	Primate1	-	full_genome	3024
OF485102	ncbi-nuccore-aav	Primate1	-	full_genome	3063
OF485103	ncbi-nuccore-aav	Primate1	-	full_genome	3062
OF485104	ncbi-nuccore-aav	Primate1	-	full_genome	3057
OF485105	ncbi-nuccore-aav	Primate1	-	full_genome	3061
OF485106	ncbi-nuccore-aav	Primate1	-	full_genome	3062
OF485109	ncbi-nuccore-aav	Primate1	-	full_genome	3068
OF485110	ncbi-nuccore-aav	Primate1	-	full_genome	3068
OF485113	ncbi-nuccore-aav	Primate1	-	full_genome	4623
OF485116	ncbi-nuccore-aav	Primate1	AAV7	full_genome	4661
OF485120	ncbi-nuccore-aav	Primate1	AAV8	full_genome	4333
OF485124	ncbi-nuccore-aav	Primate1	AAV9	full_genome	4325
OF485125	ncbi-nuccore-aav	Primate1	AAV9	full_genome	4322
OF485128	ncbi-nuccore-aav	Primate1	-	full_genome	3063
OF485129	ncbi-nuccore-aav	Primate1	-	full_genome	3063
OF485130	ncbi-nuccore-aav	Primate1	-	full_genome	3053
OF485131	ncbi-nuccore-aav	Primate1	-	full_genome	3062
OF485132	ncbi-nuccore-aav	-	-	full_genome	3061
OF485133	ncbi-nuccore-aav	-	-	full_genome	3067
OF485134	ncbi-nuccore-aav	-	-	full_genome	3046
OF485135	ncbi-nuccore-aav	-	-	full_genome	3042
OF485136	ncbi-nuccore-aav	-	-	full_genome	3046
OF485137	ncbi-nuccore-aav	-	-	full_genome	3038
OF485140	ncbi-nuccore-aav	Primate1	-	full_genome	3015
OF485141	ncbi-nuccore-aav	-	-	full_genome	3082
OF485147	ncbi-nuccore-aav	Primate1	-	full_genome	3101
OF485148	ncbi-nuccore-aav	-	-	full_genome	3102
OF485149	ncbi-nuccore-aav	-	-	full_genome	3104
OF485150	ncbi-nuccore-aav	Primate1	-	full_genome	3103
OF485152	ncbi-nuccore-aav	-	-	full_genome	3101
OF485155	ncbi-nuccore-aav	-	-	full_genome	3107
OF485156	ncbi-nuccore-aav	-	-	full_genome	3101
OF485157	ncbi-nuccore-aav	Primate1	AAV10	full_genome	3112
OF485158	ncbi-nuccore-aav	Primate1	AAV10	full_genome	3112
OF485197	ncbi-nuccore-aav	Primate1	-	full_genome	3100
OF485198	ncbi-nuccore-aav	Primate1	-	full_genome	3097
OF485200	ncbi-nuccore-aav	Primate1	-	full_genome	3099
OF485202	ncbi-nuccore-aav	Primate1	-	full_genome	3096
OF485205	ncbi-nuccore-aav	Primate1	-	full_genome	3098
OF485206	ncbi-nuccore-aav	Primate1	-	full_genome	3099
OF485246	ncbi-nuccore-aav	-	-	full_genome	4344
OF485247	ncbi-nuccore-aav	Primate1	-	full_genome	3069
OF485250	ncbi-nuccore-aav	Primate1	-	full_genome	3053
OF485251	ncbi-nuccore-aav	Primate1	-	full_genome	3046
OF485252	ncbi-nuccore-aav	Primate1	-	full_genome	3137
OF485253	ncbi-nuccore-aav	-	-	full_genome	3216
OF485255	ncbi-nuccore-aav	Primate1	-	full_genome	3038
OF485257	ncbi-nuccore-aav	Primate1	-	full_genome	3053
OF485258	ncbi-nuccore-aav	Primate1	-	full_genome	3068
OF485260	ncbi-nuccore-aav	Primate1	AAV11	full_genome	3045
OF485261	ncbi-nuccore-aav	Primate1	AAV11	full_genome	3045
OF485262	ncbi-nuccore-aav	-	-	full_genome	3045
OF485263	ncbi-nuccore-aav	Primate1	-	full_genome	3034
OF485264	ncbi-nuccore-aav	-	-	full_genome	3035
OF485265	ncbi-nuccore-aav	-	-	full_genome	3035
OF485301	ncbi-nuccore-aav	Mammalian1	BAAV	full_genome	4634
OM451154	ncbi-nuccore-aav	Primate1	-	full_genome	4220
OM451155	ncbi-nuccore-aav	Mammalian1	-	full_genome	4512
ON755348	ncbi-nuccore-aav	Primate1	-	full_genome	3066
ON755350	ncbi-nuccore-aav	Primate1	-	full_genome	3038
ON755353	ncbi-nuccore-aav	Primate1	AAV11	full_genome	3049
ON755355	ncbi-nuccore-aav	Primate1	-	full_genome	3014
ON755357	ncbi-nuccore-aav	Primate1	AAV7	full_genome	3065
ON755359	ncbi-nuccore-aav	Primate1	AAV7	full_genome	3068
ON755360	ncbi-nuccore-aav	Primate1	AAV7	full_genome	3071
ON755362	ncbi-nuccore-aav	Primate1	-	full_genome	3059
ON755364	ncbi-nuccore-aav	Primate1	-	full_genome	3071
ON755366	ncbi-nuccore-aav	Primate1	-	full_genome	3071
OP019741	ncbi-nuccore-aav	Primate1	-	full_genome	4674
OP019742	ncbi-nuccore-aav	Primate1	-	full_genome	4490
OP019743	ncbi-nuccore-aav	Primate1	-	full_genome	4657
OP019744	ncbi-nuccore-aav	Primate1	-	full_genome	4677
OP019745	ncbi-nuccore-aav	Primate1	-	full_genome	4389
OP019746	ncbi-nuccore-aav	Primate1	-	full_genome	4668
OP019747	ncbi-nuccore-aav	Primate1	-	full_genome	4532
OP019748	ncbi-nuccore-aav	Primate1	-	full_genome	4608
OP019749	ncbi-nuccore-aav	Primate1	-	full_genome	4677
OP161114	ncbi-nuccore-aav	Primate1	-	full_genome	4553
OP161115	ncbi-nuccore-aav	Primate1	-	full_genome	4662
OP161116	ncbi-nuccore-aav	Primate1	-	full_genome	4600
OP161117	ncbi-nuccore-aav	Primate1	-	full_genome	4524
OP161118	ncbi-nuccore-aav	Primate1	-	full_genome	4678
OP161119	ncbi-nuccore-aav	Primate1	-	full_genome	4412
OP161120	ncbi-nuccore-aav	Primate1	-	full_genome	4405
OP161121	ncbi-nuccore-aav	Primate1	-	full_genome	4406
OP161122	ncbi-nuccore-aav	Primate1	-	full_genome	4406
OP161123	ncbi-nuccore-aav	Primate1	-	full_genome	4405
OP161124	ncbi-nuccore-aav	Primate1	-	full_genome	4405
OP161125	ncbi-nuccore-aav	Primate1	-	full_genome	4405
OP161126	ncbi-nuccore-aav	Primate1	-	full_genome	4406
OP161127	ncbi-nuccore-aav	Primate1	-	full_genome	4488
OP161128	ncbi-nuccore-aav	Primate1	-	full_genome	4428
OP161129	ncbi-nuccore-aav	Primate1	-	full_genome	4405
OP161130	ncbi-nuccore-aav	Primate1	-	full_genome	4429
OP161131	ncbi-nuccore-aav	Primate1	-	full_genome	4405
OP161132	ncbi-nuccore-aav	Primate1	-	full_genome	4406
OP161133	ncbi-nuccore-aav	Primate1	-	full_genome	4405
OP161134	ncbi-nuccore-aav	Primate1	-	full_genome	4405
OQ130187	ncbi-nuccore-aav	Primate1	-	full_genome	4888
OR119757	ncbi-nuccore-aav	Primate1	-	full_genome	4627
OR129877	ncbi-nuccore-aav	Primate1	-	full_genome	4653
OR129878	ncbi-nuccore-aav	Primate1	-	full_genome	4678
OR129879	ncbi-nuccore-aav	Primate1	-	full_genome	4674
PA517220	ncbi-nuccore-aav	Mammalian1	AAV5	full_genome	4404
PA554130	ncbi-nuccore-aav	Primate1	AAV1	full_genome	4718
PA554131	ncbi-nuccore-aav	Primate1	AAV3	full_genome	4726
PA554132	ncbi-nuccore-aav	Primate1	AAV4	full_genome	4767
PA554133	ncbi-nuccore-aav	Mammalian1	AAV5	full_genome	4642
PA673664	ncbi-nuccore-aav	-	-	full_genome	4970
PA673665	ncbi-nuccore-aav	-	-	full_genome	4950
PA673666	ncbi-nuccore-aav	-	-	full_genome	4983
PA673667	ncbi-nuccore-aav	-	-	full_genome	4984
PA673668	ncbi-nuccore-aav	-	-	full_genome	4805
PA673669	ncbi-nuccore-aav	-	-	full_genome	4934
PA673670	ncbi-nuccore-aav	-	-	full_genome	4934
PA673671	ncbi-nuccore-aav	-	-	full_genome	4934
PA673672	ncbi-nuccore-aav	-	-	full_genome	5511
PA673673	ncbi-nuccore-aav	-	-	full_genome	5688
PA673674	ncbi-nuccore-aav	-	-	full_genome	5613
PA673675	ncbi-nuccore-aav	-	-	full_genome	5362
PA673676	ncbi-nuccore-aav	-	-	full_genome	5464
PA673679	ncbi-nuccore-aav	-	-	full_genome	5635
PA673682	ncbi-nuccore-aav	-	-	full_genome	5430
PA673683	ncbi-nuccore-aav	-	-	full_genome	5779
PA673684	ncbi-nuccore-aav	-	-	full_genome	5962
PA673685	ncbi-nuccore-aav	-	-	full_genome	5919
PA673686	ncbi-nuccore-aav	-	-	full_genome	5306
PA673687	ncbi-nuccore-aav	-	-	full_genome	5461
PA673688	ncbi-nuccore-aav	-	-	full_genome	5327
PA673689	ncbi-nuccore-aav	-	-	full_genome	5309
PA673690	ncbi-nuccore-aav	-	-	full_genome	5532
PA673691	ncbi-nuccore-aav	-	-	full_genome	5877
PA673694	ncbi-nuccore-aav	-	-	full_genome	5504
PA673695	ncbi-nuccore-aav	-	-	full_genome	5507
PA673696	ncbi-nuccore-aav	-	-	full_genome	5311
PA673697	ncbi-nuccore-aav	-	-	full_genome	5156
PA673698	ncbi-nuccore-aav	-	-	full_genome	5178
PA673699	ncbi-nuccore-aav	-	-	full_genome	5160
PA673700	ncbi-nuccore-aav	-	-	full_genome	5383
PA673701	ncbi-nuccore-aav	-	-	full_genome	5728
PA673702	ncbi-nuccore-aav	-	-	full_genome	5905
PA673703	ncbi-nuccore-aav	-	-	full_genome	5355
PA673704	ncbi-nuccore-aav	-	-	full_genome	5618
PA673705	ncbi-nuccore-aav	-	-	full_genome	5993
PA673706	ncbi-nuccore-aav	-	-	full_genome	5337
PA673707	ncbi-nuccore-aav	-	-	full_genome	5542
PA673708	ncbi-nuccore-aav	-	-	full_genome	5126
PA753125	ncbi-nuccore-aav	Primate1	AAV1	full_genome	4718
PA753126	ncbi-nuccore-aav	Primate1	AAV3	full_genome	4726
PA753127	ncbi-nuccore-aav	Primate1	AAV4	full_genome	4767
PA753128	ncbi-nuccore-aav	Mammalian1	AAV5	full_genome	4642
PA760649	ncbi-nuccore-aav	-	-	full_genome	5910
PA760659	ncbi-nuccore-aav	-	-	full_genome	5920
